PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,Activity Direction,Activity Qualifier,Qualified AC50,Log of AC50,Data Analysis QC,Log AC50 Std Error
2922,860328,661627,CC1=CC(=NC(=N1)NC2=NC(=C(S2)C(=O)C)C)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2923,860329,5389337,CCN(CC)CCN1C(/C(=C(\C2=CC=C(C=C2)OCC)/O)/C(=O)C1=O)C3=CC=CO3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2924,860330,661629,COC1=CC=CC=C1N2C(=C(C3=NC4=CC=CC=C4N=C32)C(=O)NCC5CCCO5)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2925,860331,661630,CCCSC1=C(C(C2=C(N1)CC(CC2=O)(C)C)C3=CC=C(C=C3)OC)C#N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2926,860332,661631,CC1=CC=CN2C1=NC3=C(C2=O)C=C(C(=N)N3CC4=CC=NC=C4)C#N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2927,860333,54683837,CC1CCC2=C3N1C(=O)C(=C(C3=CC(=C2)F)O)C(=O)NCC4CCCO4,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2928,860334,661633,COC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2N3CCOCC3)Br,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2929,860335,661634,C1=CC=C(C=C1)C2=CC(=NC(=N2)OC3=CC=CC=C3)C(=O)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2930,860336,5389338,CC1=C([C@@]2(C3=CC=CC=C3N(C2=O)CC(=O)N)C(=C(O1)N)C#N)C(=O)OCC=C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2931,860337,5389339,CCN(CC)CCCN1C(/C(=C(/C2=CC=C(C=C2)OC)\O)/C(=O)C1=O)C3=CC=CO3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2932,860338,1855169,COC(=O)/C=C/1\C(=O)N(/C(=C(/C#N)\C(=O)NCC2=CC=CO2)/S1)C3=CC=CC=C3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2933,860340,661639,CCCC(=O)N1CCN(CC1)C2=C(C3=C(CCC3)C(=N2)CC(C)C)C#N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2934,860341,661640,CCN(CC)CCCN1C(C(=C(C1=O)O)C(=O)C2=CC=C(O2)C)C3=CC=C(C=C3)OCC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2935,860342,661641,CCOC(=O)C(CC(=O)O)N1CCCCC1,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2936,860343,661642,CC1CCC(=C2C1=C(C(=C(O2)N)C#N)C#N)C(C)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2937,860344,5389340,CCN(CC)CCN1C(/C(=C(/C2=CC=C(C=C2)F)\O)/C(=O)C1=O)C3=CC=NC=C3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2938,860345,661644,CCOC(=O)C(C1=CC=CC=C1)N2CCN(CC2)C3=CC=C(C=C3)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2939,860348,661646,C1COCCN1CCCNC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4F,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2940,860349,1855356,CCOC(=O)/C=C\1/C(=O)N(/C(=C(/C#N)\C(=O)OCC)/S1)C2=CC=CC=C2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2941,860350,661648,C1=CC(=C(C=C1Br)CNN2C=NN=C2)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2942,860351,135513618,CN(CCNC(=O)C1=CN=C(C=C1)/C=N/O)CC2=CC=CC=C2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2943,860352,661649,CC1=CC=C(C=C1)OCC(=O)NCC(=O)N2C(=CC(=N2)C)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2944,860354,661651,CC1=C(C2=C(N1)C=CC(=C2)OC)C(=O)CN3CCC4=CC(=C(C=C4C3)OC)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2945,860355,661652,CN(C)C1=CC=C(C=C1)C2C3C(C(=O)N(C3=O)C4=CC=C(C=C4)C(=O)O)ON2C5=CC=CC=C5,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2946,860356,661653,C1C(C(=O)N(C1=O)C2=CC=C(C=C2)Cl)NCC3=CC=NC=C3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2947,860357,9579597,C1=CC=C(C=C1)/C(=N/S(=O)(=O)C2=CC=C(S2)Cl)/N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2948,860358,661655,CCOC(=O)C1=C(C2=CC3=C(C=C2N1)OCO3)NC(=O)CN4CCC(CC4)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2949,860359,6400942,C1=CC=C(C(=C1)CSC2=NC(=C(N=N2)C3=CC=CO3)C4=CC=CO4)Cl,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2950,860362,661658,CC1=CC=C(C=C1)C(=O)CSC2=C(C(C3=C(N2)CCCC3=O)C4=CC=CO4)C#N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2951,860363,661659,CCOC(=O)CNC(=O)NC1=CC=CC=C1C(=O)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2952,860364,661660,CCCC1CC2=C(CO1)SC3=NC=NC(=C23)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2953,860365,661661,CCCCOC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)N3CCN(CC3)C(=O)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2954,860366,661662,C1=CC=C(C=C1)C2=NC3=C(C(=C(C=C3O2)Br)N)Br,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2955,860369,661664,CC1=NC2=C(C3=NC4=CC=CC=C4N=C3N2CCC5=CC=CC=C5)C(=O)N1CCCOC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2956,860370,661665,CCOC(=O)/C(=C/1\N(C(=O)C(S1)CCO)C2=CC=CC=C2)/C#N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2957,860371,661666,C1CCC2=C(C1)C3=C(N=C2N4CCOCC4)SC5=C3N=CN(C5=O)CC6=CC=CO6,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2958,860372,661667,CC(C)CC1=NC(=C(C2=C1CCC2)C#N)N3CCOCC3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2959,860373,661668,CCOC(=O)C1=C(OC(=C([C@]12C3=CC=CC=C3N(C2=O)CC(=O)N)C(=O)OCC)N)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2960,860375,661670,C1=CC=C2C(=C1)C=CC(=N2)SCCC(=O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2961,860376,5389343,C1=CC=C2C(=C1)NC(=C(C#N)C(=O)NC3=CC(=C(C=C3)Cl)Cl)N2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2962,860377,5389344,CCN(CC)CCN1C(/C(=C(/C2=CC=C(C=C2)OC)\O)/C(=O)C1=O)C3=CC=CO3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2963,860378,661673,COC(=O)C1=CC=C(O1)CN2C=NC3=C(C2=O)SC4=C3C5=C(CCCC5)C(=N4)N6CCOCC6,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2964,860379,661674,CCOC(=O)C1CCN(CC1)C2=NC3=CC=CC=C3N=C2C(C#N)C(=O)OCC=C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2965,860380,661675,COC1=CC=C(C=C1)C2=NC3=C(C(=C(C=C3O2)Br)N)Br,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2966,860381,5389345,CCN(CC)CCN1C(/C(=C(/C2=CC=C(C=C2)Cl)\O)/C(=O)C1=O)C3=CC=NC=C3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2967,860382,661677,COC(=O)[C@H]1CCCN1C(=O)NC2=CC(=CC=C2)OC3=C(C(=C(C(=C3F)F)F)F)F,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2968,860384,661679,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2=NC=C3C(=N2)CC(CC3=O)C4=CC=CO4,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2969,860385,6870788,CN(CCCCCNC(=O)/C=N/O)CC1=CC=CC=C1,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2970,860386,6602790,CN(C)CCCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13.Cl,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2971,860387,9614331,C[N+](C)(CCCNC(=O)/C=N/O)CC=C.[I-],Inactive,0,inactive,>,0.00206,-2.686,Verified,
2972,860388,661682,COCCN1C(=C(C2=NC3=CC=CC=C3N=C21)C(=O)NCC4CCCO4)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2973,860389,661683,CCC(=O)N(CC1=CC=CS1)C2CCOC(C2)(C)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2974,860390,661684,CC1=CC(=C(C(=O)N1CC(=O)C2=CC=CC=C2)C#N)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2975,860391,661685,C1=CC=C2C(=C1)C(=O)N(C2=O)CC(=O)NCC3=CC=CC=N3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2976,860393,661687,CCOC1=C(C=C(C=C1)C2C(=C(OC3=C2C(=O)N(C(=C3)C)CCN4CCOCC4)N)C#N)OCC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2977,860394,5389346,CC1=CC(=NO1)N2C(/C(=C(/C3=CC=C(C=C3)F)\O)/C(=O)C2=O)C4=CC=C(C=C4)F,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2978,860395,661689,CC1=C([N+](=O)C(N1[O-])(C)C)C2=CC=C(C=C2)Cl,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2979,860396,661690,CCOC(=O)C1=C(C2=CC3=C(C=C2N1)OCO3)NC(=O)CN4CCCCC4C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2980,860397,661691,C1CN(CCN1C2=CC=CC=C2)C3=NC(=NC4=CC=CC=C43)C5=CC=CC=N5,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2981,860398,661692,C1=CC=C2C(=C1)C(=O)N(C2=O)CC(=O)NCC3=CC=NC=C3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2982,860399,596487,CC1=C(C(=O)C2=C(N1)C=CC(=C2)F)SC(C(C(F)(F)F)F)(F)F,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2983,860400,661693,C1CC(OC1)CNC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2984,860401,661694,CCOC(=O)C1=C(C2=CC3=C(C=C2N1)OCO3)NC(=O)CN4CC(CC(C4)C)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2985,860403,9568660,C/C(=N\O)/C1(N(C(C(=[N+]1[O-])C2=CC=CO2)(C)C)O)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2986,860405,661698,COC1=CC(=C(C=C1)OC)NC(=O)CSC2=NN=C(N2C3=CC=C(C=C3)C(=O)O)C4=CC=CO4,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2987,860406,661699,CN1CCN(CC1)CCC(=O)N2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2988,860407,661700,C1COCCN1CCCNC2=NC=NC3=C2NC4=C3C=C(C=C4)Cl,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2989,860408,661701,CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)OC)NC(=O)CN3CCN(CC3)C4=CC=CC=N4,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2990,860409,5389347,CCCOC1=CC=C(C=C1)/C(=C/2\C(N(C(=O)C2=O)CCN(C)C)C3=CC(=C(C=C3)OC)OC)/O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2991,860410,661703,CC1=CC2=C(C(C(=C(O2)N)C#N)C3=CC=CS3)C(=O)N1CC4=CC=CC=N4,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2992,860411,661704,CC(C)OC(=O)C(CC(=O)O)NCC1=CC=CC=C1,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2993,860412,661705,CCOC(=O)C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3NC2=O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2994,860413,661706,CCN1C(=C(C(=O)N(C1=S)CC)C(=O)CC2C3=CC=CC=C3CCN2)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2995,860414,661707,COC1=CC(=C(C=C1)NC(=O)CSC2=C(C(C3=C(N2)CCCC3=O)C4=CC=CO4)C#N)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2996,860415,661708,CC1=CC=C(C=C1)S(=O)(=O)C2=CC3=C(N=C4C(=CC=CN4C3=O)C)N(C2=N)CC5CCCO5,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2997,860416,661709,CC(C)CC1=NC2=NNC(=C2C3=C1CCC3)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2998,860417,661710,CC1=C(C2=C(N1)C=CC(=C2)OC)C(=O)CN3CCN(CC3)C(=O)C4=CC=CO4,Inactive,0,inactive,>,0.00206,-2.686,Verified,
2999,860418,661711,CC(=O)/C(=C/1\NC(=O)C(S1)CC2=CC=CC=C2Cl)/C#N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3000,860420,661713,CC1(CC2=C(C(C(=C(N2)SC)C#N)C3=CC=C(C=C3)OC)C(=O)C1)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3001,860422,1865013,COC(=O)/C=C/1\C(=O)N(/C(=C(\C#N)/C(=O)N2CCOCC2)/S1)C3=CC=CC=C3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3002,860423,661716,C1C(C(=O)N(C1=O)CC2=CC3=C(C=C2)OCO3)NCC4=CC5=C(C=C4)OCO5,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3003,860424,661717,CCCC1C2C(C(=O)N(C2=O)C3=CC=CC=C3OC)ON1C4=CC=CC=C4,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3004,860425,661718,C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)CSCC(=O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3005,860426,661719,C1COCCN1C(CC(=O)O)C(=O)OCCOC2=CC=CC=C2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3006,860427,5389348,CN(C)CCCN1C(/C(=C(\C2=CC(=C(C=C2)OC)Cl)/O)/C(=O)C1=O)C3=CC=CO3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3007,860428,135412495,C1=CC(=CC(=C1)N=C2NC(=O)C(S2)CC(=O)O)C(F)(F)F,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3008,860429,661722,COC1=CC=CC(=C1O)C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CO4,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3009,860431,622237,CCN1C=C(C(=O)C2=C1SC(=C2C)C(=O)OCC)C(=O)OCC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3010,860432,661724,CC1=CC2=C(C(C(=C(O2)N)C#N)C3=CC=CC=C3OC)C(=O)N1CC4=CC=CC=N4,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3011,860433,5389351,CCN(CC)CCCN1C(/C(=C(/C2=CC=C(C=C2)C)\O)/C(=O)C1=O)C3=CC=CC=N3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3012,860435,661727,CCCCC1=CC=C(C=C1)NC(=O)CSC2=C(C(C3=C(N2)CCCC3=O)C4=CC=CO4)C#N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3013,860436,661728,COCCCN1C(C(=C(C1=O)O)C(=O)C2=CC=CO2)C3=CC=C(C=C3)Br,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3014,860437,661729,CCOC(=O)C1=CC=C(C=C1)CC2C(=O)N/C(=C(/C#N)\C(=O)C)/S2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3015,860438,661730,COC1=CC=C(C=C1)C2=NC3=NC=NN3C(=C2)C4=CC=CC=C4,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3016,860440,5389353,CN(C)CCCN1C(/C(=C(/C2=CC3=C(C=C2)OCCO3)\O)/C(=O)C1=O)C4=C(C(=CC=C4)OC)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3017,860442,5389354,CC1=CC=C(O1)C2/C(=C(\C3=CC(=C(C=C3)OC)Cl)/O)/C(=O)C(=O)N2CCCN(C)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3018,860444,6401234,C1CCN(CC1)CCNC(=O)/C(=N\O)/C2=CC=CC=C2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3019,860445,661736,CC1=CC=CC=C1N2C(=O)CC(C2=O)SC3=NN=C(O3)C4=CC=CC=C4,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3020,860447,661738,CCCN1C(=O)C2=C(C3=CC=CC=C3CC24CCCC4)N=C1SCC#N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3021,860448,661739,C1CC(=O)N(C1=O)CN(CC2=CC=CO2)CN3C(=O)CCC3=O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3022,860449,5389355,CC1=CC=C(C=C1)OCCOC2=NN=C(C=C2)OC3=NC(=CC(=N3)OC)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3023,860453,5389356,CCCOC1=CC=CC(=C1)C2/C(=C(\C3=CC=CC=C3)/O)/C(=O)C(=O)N2CCN(C)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3024,860454,661744,CC1=C2C=C(C=CC2=NC(=N1)SCC(=O)O)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3025,860456,661746,CC1=CC(=O)OC(=C1C(=O)NC23CC4CC(C2)CC(C4)C3)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3026,860457,5389357,COC1=CC=CC(=C1)/C(=C\2/C(N(C(=O)C2=O)C3=CC=CC=N3)C4=CC=CC=C4OC)/O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3027,860458,6880181,CN(C)CCCN(CCCNC(=O)/C=N/O)CC1=CC=CC=C1,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3028,860459,661748,COC1=CC(=C(C=C1)OC)N(CC(=O)OC)S(=O)(=O)C2=CC(=C(C=C2)OC)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3029,860460,5389358,CCCOC1=CC=C(C=C1)/C(=C/2\C(N(C(=O)C2=O)CCCN3C=CN=C3)C4=CC=CS4)/O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3030,860461,661750,CC(C)(C)OC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)CC4=CC=CO4)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3031,860463,661752,COC1=CC=C(C=C1)N(CN2C(=O)C3C4CC(C3C2=O)C=C4)C(=O)C5=CC=CO5,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3032,860464,5389360,CC1=CC(=NO1)N2C(/C(=C(/C3=CC(=C(C=C3)OC)C)\O)/C(=O)C2=O)C4=C(C(=CC=C4)OC)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3033,860467,1864769,CC1=CC(=CC=C1)N2CN=C3N(C2)C(=O)/C(=C/C4=CC=NC=C4)/S3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3034,860468,5389361,CC1=CC(=NO1)N2C(/C(=C(\C3=CC=C(C=C3)OC(C)C)/O)/C(=O)C2=O)C4=CC=CC=C4OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3035,860469,661758,CS(=O)(=O)CCC(C(=O)N1C2=CC=CC=C2N=N1)N3C(=O)C4=CC=CC=C4C3=O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3036,860470,661759,C1CCN(CC1)C2=NN=C(C3=CC=CC=C32)C4=CC=C(C=C4)OCC(=O)N5CCCCC5,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3037,860471,661760,CCOC(=O)C1=C(OC(=C(C1C2=CC3=CC=CC=C3N=C2N4CCCCC4)C#N)N)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3038,860472,661761,CCOC(=O)C1=C(C2=CC3=C(C=C2N1)OCO3)NC(=O)CN4CCC5=CC=CC=C5C4,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3039,860473,661762,C1CN(CCN1CC2=CC=CC=C2)C3=NC(=NC4=CC=CC=C43)C5=CC=CC=N5,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3040,860474,661763,CC1=C2CCCCC2=C(C(=N1)SCC(=O)NC3=CC4=C(C=C3)OCO4)C#N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3041,860475,661764,CC(C)CC1=NC(=C(C2=C1CCC2)C#N)N3CCN(CC3)C(=O)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3042,860476,661765,CC1=CC2=C(C(C(=C(O2)N)C#N)C3=CC4=C(C(=C3)OC)OCO4)C(=O)N1CC5=CC=CC=N5,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3043,860477,9568661,CN(C)/C=N/C1=C(C(=C(N1CC2=CC=CO2)C3=CC=CC=C3)C4=CC=CC=C4)C#N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3044,860478,661767,CCC(C)NC1=NC(=NC2=CC=CC=C21)C3=C(C(=CC=C3)OC)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3045,860479,6407072,C1=CC=C(C=C1)/C(=N/O)/C(=O)NCC2=CN=CC=C2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3046,860480,5389363,CN(C)CCCN1C(/C(=C(/C2=CC3=C(C=C2)OCCO3)\O)/C(=O)C1=O)C4=C(C=CC(=C4)OC)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3047,860481,738326,C1C[C@@H]2C[C@H]1C[C@H]2NS(=O)(=O)C3=CC=CS3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3048,860482,661770,C1COCCN1[C@@H]2CS(=O)(=O)C[C@H]2N3CCOCC3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3049,860484,5389364,CN(C)CCN1C(/C(=C(/C2=CC(=C(C=C2)OC)Cl)\O)/C(=O)C1=O)C3=C(C=CC(=C3)OC)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3050,860485,661773,CC1=CC=C(C=C1)S(=O)(=O)C2=CC3=C(N=C4C=CC=CN4C3=O)N(C2=N)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3051,860486,661774,CCCCCN1C2=C(C3=NC4=CC=CC=C4N=C31)C(=O)N(C=N2)CC(C)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3052,860488,661776,C1CCC(CC1)NC(=O)C(C#N)C2=NC3=CC=CC=C3N=C2N4CCN(CC4)C5=CC=CC=C5F,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3053,860489,661777,COC1=C(C=CC(=C1)C2C3C(C(=O)N(C3=O)C4=CC=C(C=C4)F)ON2C5=CC=CC=C5)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3054,860491,661779,CC(C)C1CC2=C(CO1)C(=S)N(C(=C2C#N)N)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3055,860492,616408,CN1C(=O)CC(C1=O)NC2=CC=C(C=C2)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3056,860493,135413969,C1=CC=C2C(=C1)C(=O)NC(=N2)C3=CC=CC=N3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3057,860494,661781,COC1=CC=CC(=C1)C2=CC(N3C(=NC=N3)N2)C4=CC=CC=C4,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3058,860495,661782,CCOC(=O)CON1C2=CC=CC=C2[N+](=C(C1=O)C3=CC=CO3)[O-],Inactive,0,inactive,>,0.00206,-2.686,Verified,
3059,860496,661783,COCCCN1C2=C(C3=NC4=CC=CC=C4N=C31)C(=O)N(C=N2)CC5CCCO5,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3060,860498,661785,CC1=CC(=NN1C(=O)CNC(=O)CCC2=CC=CC=C2)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3061,860500,135431262,C1=CC=C(C=C1)CN2C3=C(C=N2)C(=O)NC=N3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3062,860501,5389367,CCCOC1=CC=C(C=C1)/C(=C/2\C(N(C(=O)C2=O)CCN3CCOCC3)C4=CC=CC=C4)/O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3063,860505,661791,C1CN(CCN1C2=C(C=C(C=C2)NC(=O)C3=CC=C(O3)Br)Cl)C(=O)C4=CC=CC=C4,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3064,860509,661795,C1=CC=C(C=C1)CNC(=O)/C(=C/2\N(C(=O)C(S2)CCO)C3=CC=CC=C3)/C#N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3065,860510,661796,CC1=CC2=C(C(C(=C(O2)N)C#N)C3=CC4=C(C=C3)OCO4)C(=O)N1CC5=CC=CC=N5,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3066,860511,661797,C1COCCN1C(CC(=O)O)C(=O)N(C2=CC=CC=C2)C3=CC=CC=C3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3067,860513,661799,CCOC(=O)C1CCN(CC1)C2=NC3=CC=CC=C3N=C2C(C#N)C(=O)OC(C)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3068,860514,661800,CNC(=O)NC1=NC(=CC=C1)NC(=O)NC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3069,860515,661801,CCOC1=CC2=C(C=C1)N=C(N2)SCC(=O)NC3=NC=CC=N3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3070,860519,5389369,CCN(CC)CCN1C(/C(=C(/C2=CC=C(C=C2)F)\O)/C(=O)C1=O)C3=CN=CC=C3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3071,860520,661806,CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)Br)NC(=O)CCN3CCN(CC3)C(=O)OCC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3072,860521,661807,CCN(CC)CCN1C(C(=C(C1=O)O)C(=O)C2=CC=CS2)C3=CC=CC=N3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3073,860522,661808,C1=CC(=NC=C1Br)NCC2=C(C(=CC(=C2)Cl)Cl)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3074,860526,5389370,CCCOC1=CC=C(C=C1)/C(=C/2\C(N(C(=O)C2=O)CCN(C)C)C3=CC=NC=C3)/O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
3075,860528,5389371,CN1CCN(CC1)CC2=C(C=CC3=C2OC(=O)C=C3C4=CC=CC=C4)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
